<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
AGIX.US,D,20250827,000000,33.16,33.4,33.16,33.3675,3745,0
AGIX.US,D,20250828,000000,33.63,34.3499,33.61,34.2667,25569,0
AGIX.US,D,20250829,000000,34.16,34.16,33.5,33.6109,14220,0
AGIX.US,D,20250902,000000,33.25,33.35,32.55,33.2772,53016,0
AGIX.US,D,20250903,000000,33.65,33.79,33.54,33.682,9118,0
AGIX.US,D,20250904,000000,33.63,33.84,33.36,33.8346,12141,0
AGIX.US,D,20250905,000000,34.221,34.36,33.82,34.1948,23473,0
AGIX.US,D,20250908,000000,34.23,34.72,34.23,34.6413,23789,0
AGIX.US,D,20250909,000000,35.19,35.2263,34.859,35.2263,40278,0
AGIX.US,D,20250910,000000,35.79,35.93,35.43,35.59,18704,0
AGIX.US,D,20250911,000000,35.88,35.98,35.71,35.785,86307,0
AGIX.US,D,20250912,000000,35.95,35.95,35.66,35.7323,25243,0
AGIX.US,D,20250915,000000,35.73,36.33,35.73,36.3,31977,0
AGIX.US,D,20250916,000000,36.41,36.41,36.16,36.26,28627,0
AGIX.US,D,20250917,000000,36.16,36.425,35.7999,36.28,16006,0
AGIX.US,D,20250918,000000,36.45,36.8185,36.45,36.69,22952,0
AGIX.US,D,20250919,000000,36.8,37.77,36.77,37.4298,581565,0
